timestamp,metric_date,metric_month,hostname,platform,role,cpu_percent,memory_used_percent,memory_available_percent,disk_used_percent,disk_free_percent,availability_percent,active_alerts,health_status
2026-03-23T19:00,2026-03-23,2026-03,NSS-LINUX-DB01,Rocky Linux 9,Database Server,30.06,65.95,34.05,72.48,27.52,99.7859,0,Healthy
2026-01-17T07:00,2026-01-17,2026-01,NSS-APP01,Windows Server 2022,Application Server,2.0,28.34,71.66,60.15,39.85,99.8435,0,Healthy
2026-07-25T05:00,2026-07-25,2026-07,NSS-APP01,Windows Server 2022,Application Server,21.31,52.36,47.64,65.54,34.46,99.9723,0,Healthy
2026-01-14T00:00,2026-01-14,2026-01,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,11.6,54.35,45.65,74.23,25.77,99.9684,0,Healthy
2026-03-13T07:00,2026-03-13,2026-03,NSS-MON01,Ubuntu 24.04,Monitoring Server,42.53,45.38,54.62,57.86,42.14,99.7888,0,Healthy
2026-05-11T22:00,2026-05-11,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,34.16,65.54,34.46,65.21,34.79,99.8152,0,Healthy
2026-04-21T00:00,2026-04-21,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,31.08,41.04,58.96,75.33,24.67,99.983,0,Healthy
2026-01-14T01:00,2026-01-14,2026-01,NSS-DC01,Windows Server 2022,Domain Controller,27.42,36.09,63.91,57.32,42.68,99.9111,0,Healthy
2026-01-25T23:00,2026-01-25,2026-01,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,36.38,56.79,43.21,57.03,42.97,99.9183,0,Healthy
2026-02-21T08:00,2026-02-21,2026-02,NSS-APP01,Windows Server 2022,Application Server,21.37,66.51,33.49,77.24,22.76,99.9981,0,Healthy
2026-01-15T13:00,2026-01-15,2026-01,NSS-APP01,Windows Server 2022,Application Server,32.01,59.17,40.83,83.37,16.63,99.8464,0,Warning
2026-07-27T06:00,2026-07-27,2026-07,NSS-MON01,Ubuntu 24.04,Monitoring Server,35.68,45.54,54.46,59.49,40.51,99.8114,0,Healthy
2026-07-05T14:00,2026-07-05,2026-07,NSS-LINUX-DB01,Rocky Linux 9,Database Server,6.11,29.67,70.33,54.88,45.12,99.8948,0,Healthy
2026-06-23T02:00,2026-06-23,2026-06,NSS-DC02,Windows Server 2022,Domain Controller,42.64,67.4,32.6,65.25,34.75,99.9527,0,Healthy
2026-01-17T21:00,2026-01-17,2026-01,NSS-FILE01,Windows Server 2022,File Server,4.66,53.62,46.38,89.59,10.41,99.928,1,Warning
2026-04-08T18:00,2026-04-08,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,40.03,71.85,28.15,86.95,13.05,99.9346,1,Warning
2026-04-22T03:00,2026-04-22,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,15.17,61.67,38.33,66.15,33.85,99.8405,0,Healthy
2026-05-31T14:00,2026-05-31,2026-05,NSS-APP01,Windows Server 2022,Application Server,47.76,40.04,59.96,62.46,37.54,99.7535,0,Healthy
2026-06-09T16:00,2026-06-09,2026-06,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,26.12,52.86,47.14,56.54,43.46,99.8473,0,Healthy
2026-01-17T12:00,2026-01-17,2026-01,NSS-APP01,Windows Server 2022,Application Server,26.63,43.51,56.49,73.56,26.44,99.966,0,Healthy
2026-01-02T08:00,2026-01-02,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,29.38,57.01,42.99,75.17,24.83,99.9685,0,Healthy
2026-04-06T20:00,2026-04-06,2026-04,NSS-FILE01,Windows Server 2022,File Server,35.92,52.33,47.67,56.41,43.59,99.7565,0,Healthy
2026-04-05T16:00,2026-04-05,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,52.86,34.31,65.69,70.3,29.7,99.9797,0,Healthy
2026-04-07T13:00,2026-04-07,2026-04,NSS-MON01,Ubuntu 24.04,Monitoring Server,10.25,36.8,63.2,61.24,38.76,99.8305,0,Healthy
2026-05-31T12:00,2026-05-31,2026-05,NSS-DC02,Windows Server 2022,Domain Controller,6.78,45.46,54.54,76.51,23.49,99.7594,0,Healthy
2026-02-13T01:00,2026-02-13,2026-02,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,20.64,64.23,35.77,60.48,39.52,99.8614,0,Healthy
2026-06-18T02:00,2026-06-18,2026-06,NSS-APP01,Windows Server 2022,Application Server,18.13,64.81,35.19,67.52,32.48,99.971,0,Healthy
2026-04-25T19:00,2026-04-25,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,30.32,32.55,67.45,53.74,46.26,99.7812,0,Healthy
2026-01-16T21:00,2026-01-16,2026-01,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,18.54,56.42,43.58,70.67,29.33,99.8402,0,Healthy
2026-04-07T07:00,2026-04-07,2026-04,NSS-DC02,Windows Server 2022,Domain Controller,14.74,58.23,41.77,48.19,51.81,99.8107,0,Healthy
2026-07-11T19:00,2026-07-11,2026-07,NSS-FILE01,Windows Server 2022,File Server,18.46,37.9,62.1,37.9,62.1,99.8259,0,Healthy
2026-01-07T18:00,2026-01-07,2026-01,NSS-APP01,Windows Server 2022,Application Server,2.0,48.62,51.38,45.47,54.53,99.7971,0,Healthy
2026-01-11T12:00,2026-01-11,2026-01,NSS-APP01,Windows Server 2022,Application Server,12.02,21.12,78.88,50.07,49.93,99.8376,0,Healthy
2026-05-11T06:00,2026-05-11,2026-05,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,12.63,35.41,64.59,62.29,37.71,99.9273,0,Healthy
2026-06-16T02:00,2026-06-16,2026-06,NSS-FILE01,Windows Server 2022,File Server,42.18,27.74,72.26,57.85,42.15,99.7665,0,Healthy
2026-07-25T18:00,2026-07-25,2026-07,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,42.6,47.99,52.01,59.89,40.11,99.7704,0,Healthy
2026-07-09T05:00,2026-07-09,2026-07,NSS-FILE01,Windows Server 2022,File Server,11.96,30.37,69.63,52.4,47.6,99.9697,0,Healthy
2026-07-17T17:00,2026-07-17,2026-07,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,36.04,68.74,31.26,64.76,35.24,99.8889,0,Healthy
2026-05-28T19:00,2026-05-28,2026-05,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,15.11,78.42,21.58,61.64,38.36,99.923,0,Healthy
2026-03-31T07:00,2026-03-31,2026-03,NSS-LINUX-DB01,Rocky Linux 9,Database Server,39.48,57.96,42.04,45.92,54.08,99.8887,0,Healthy
2026-06-27T09:00,2026-06-27,2026-06,NSS-FILE01,Windows Server 2022,File Server,37.99,74.41,25.59,60.66,39.34,99.783,0,Healthy
2026-02-22T03:00,2026-02-22,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,44.56,44.1,55.9,34.59,65.41,99.7765,0,Healthy
2026-06-06T05:00,2026-06-06,2026-06,NSS-DC01,Windows Server 2022,Domain Controller,7.76,40.21,59.79,62.47,37.53,99.8286,0,Healthy
2026-04-16T13:00,2026-04-16,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,16.83,93.21,6.79,55.89,44.11,99.7643,1,Critical
2026-04-28T11:00,2026-04-28,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,59.08,72.77,27.23,60.55,39.45,99.8864,0,Healthy
2026-05-08T11:00,2026-05-08,2026-05,NSS-MON01,Ubuntu 24.04,Monitoring Server,18.19,81.32,18.68,65.45,34.55,99.7832,0,Warning
2026-06-20T13:00,2026-06-20,2026-06,NSS-LINUX-DB01,Rocky Linux 9,Database Server,10.69,49.49,50.51,62.4,37.6,99.8397,0,Healthy
2026-02-28T03:00,2026-02-28,2026-02,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,35.3,61.65,38.35,53.94,46.06,99.85,0,Healthy
2026-07-04T21:00,2026-07-04,2026-07,NSS-DC01,Windows Server 2022,Domain Controller,30.8,78.8,21.2,76.12,23.88,99.8277,0,Healthy
2026-05-25T04:00,2026-05-25,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,46.63,68.85,31.15,39.49,60.51,99.7789,0,Healthy
2026-01-30T05:00,2026-01-30,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,25.76,38.47,61.53,60.55,39.45,99.8284,0,Healthy
2026-07-26T06:00,2026-07-26,2026-07,NSS-MON01,Ubuntu 24.04,Monitoring Server,25.8,79.0,21.0,83.0,17.0,99.9124,0,Warning
2026-02-18T04:00,2026-02-18,2026-02,NSS-APP01,Windows Server 2022,Application Server,35.81,49.5,50.5,68.19,31.81,99.8502,0,Healthy
2026-07-02T09:00,2026-07-02,2026-07,NSS-LINUX-DB01,Rocky Linux 9,Database Server,33.31,56.92,43.08,50.96,49.04,99.9946,0,Healthy
2026-02-18T21:00,2026-02-18,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,31.84,42.15,57.85,62.22,37.78,99.9506,0,Healthy
2026-02-18T22:00,2026-02-18,2026-02,NSS-MON01,Ubuntu 24.04,Monitoring Server,29.34,66.24,33.76,36.03,63.97,99.8613,0,Healthy
2026-03-24T10:00,2026-03-24,2026-03,NSS-DC02,Windows Server 2022,Domain Controller,16.75,67.9,32.1,45.52,54.48,99.7981,0,Healthy
2026-07-04T19:00,2026-07-04,2026-07,NSS-DC02,Windows Server 2022,Domain Controller,21.98,79.02,20.98,44.41,55.59,99.8284,0,Healthy
2026-06-30T18:00,2026-06-30,2026-06,NSS-LINUX-DB01,Rocky Linux 9,Database Server,43.05,41.01,58.99,72.79,27.21,99.9891,0,Healthy
2026-07-08T06:00,2026-07-08,2026-07,NSS-FILE01,Windows Server 2022,File Server,13.88,70.41,29.59,86.18,13.82,99.7711,1,Warning
2026-04-15T11:00,2026-04-15,2026-04,NSS-MON01,Ubuntu 24.04,Monitoring Server,9.29,62.55,37.45,61.17,38.83,99.9826,0,Healthy
2026-02-21T00:00,2026-02-21,2026-02,NSS-DC02,Windows Server 2022,Domain Controller,20.19,65.85,34.15,64.5,35.5,99.7938,0,Healthy
2026-03-04T08:00,2026-03-04,2026-03,NSS-FILE01,Windows Server 2022,File Server,59.6,48.98,51.02,55.31,44.69,99.9813,0,Healthy
2026-07-13T15:00,2026-07-13,2026-07,NSS-APP01,Windows Server 2022,Application Server,14.65,47.99,52.01,47.15,52.85,99.8987,0,Healthy
2026-03-28T07:00,2026-03-28,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,41.58,5.32,94.68,60.79,39.21,99.7594,0,Healthy
2026-06-24T11:00,2026-06-24,2026-06,NSS-LINUX-DB01,Rocky Linux 9,Database Server,29.1,62.42,37.58,47.54,52.46,99.8289,0,Healthy
2026-05-26T01:00,2026-05-26,2026-05,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,41.56,68.75,31.25,73.28,26.72,99.7562,0,Healthy
2026-02-09T09:00,2026-02-09,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,18.0,86.17,13.83,71.12,28.88,99.8603,0,Warning
2026-07-29T15:00,2026-07-29,2026-07,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,19.92,33.78,66.22,68.56,31.44,99.7928,0,Healthy
2026-03-31T02:00,2026-03-31,2026-03,NSS-APP01,Windows Server 2022,Application Server,9.8,47.23,52.77,66.51,33.49,99.8953,0,Healthy
2026-07-29T21:00,2026-07-29,2026-07,NSS-FILE01,Windows Server 2022,File Server,34.93,60.34,39.66,52.49,47.51,99.9312,0,Healthy
2026-02-15T17:00,2026-02-15,2026-02,NSS-APP01,Windows Server 2022,Application Server,35.23,53.03,46.97,75.1,24.9,99.9696,0,Healthy
2026-03-06T22:00,2026-03-06,2026-03,NSS-FILE01,Windows Server 2022,File Server,26.09,46.99,53.01,32.16,67.84,99.9001,0,Healthy
2026-02-09T15:00,2026-02-09,2026-02,NSS-DC02,Windows Server 2022,Domain Controller,27.06,37.83,62.17,34.14,65.86,99.9154,0,Healthy
2026-01-01T11:00,2026-01-01,2026-01,NSS-MON01,Ubuntu 24.04,Monitoring Server,51.04,44.37,55.63,55.91,44.09,99.9902,0,Healthy
2026-01-07T07:00,2026-01-07,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,46.48,49.21,50.79,63.49,36.51,99.9287,0,Healthy
2026-06-29T23:00,2026-06-29,2026-06,NSS-DC01,Windows Server 2022,Domain Controller,25.07,54.32,45.68,77.37,22.63,99.9193,0,Healthy
2026-05-07T17:00,2026-05-07,2026-05,NSS-FILE01,Windows Server 2022,File Server,20.79,43.51,56.49,43.46,56.54,99.8181,0,Healthy
2026-07-05T12:00,2026-07-05,2026-07,NSS-DC02,Windows Server 2022,Domain Controller,22.35,69.56,30.44,55.28,44.72,99.7531,0,Healthy
2026-05-18T15:00,2026-05-18,2026-05,NSS-FILE01,Windows Server 2022,File Server,50.36,59.68,40.32,75.57,24.43,99.9336,0,Healthy
2026-04-07T22:00,2026-04-07,2026-04,NSS-FILE01,Windows Server 2022,File Server,45.85,50.14,49.86,27.22,72.78,99.8325,0,Healthy
2026-07-08T23:00,2026-07-08,2026-07,NSS-DC02,Windows Server 2022,Domain Controller,21.9,86.03,13.97,60.67,39.33,99.9246,0,Warning
2026-01-03T15:00,2026-01-03,2026-01,NSS-LINUX-DB01,Rocky Linux 9,Database Server,9.77,63.64,36.36,66.84,33.16,99.9014,0,Healthy
2026-04-14T06:00,2026-04-14,2026-04,NSS-DC02,Windows Server 2022,Domain Controller,41.7,62.26,37.74,65.33,34.67,99.9253,0,Healthy
2026-05-04T22:00,2026-05-04,2026-05,NSS-DC02,Windows Server 2022,Domain Controller,40.56,59.21,40.79,74.09,25.91,99.9076,0,Healthy
2026-04-20T03:00,2026-04-20,2026-04,NSS-MON01,Ubuntu 24.04,Monitoring Server,5.98,42.15,57.85,60.04,39.96,99.9851,0,Healthy
2026-02-07T12:00,2026-02-07,2026-02,NSS-LINUX-DB01,Rocky Linux 9,Database Server,21.22,87.26,12.74,53.17,46.83,99.8972,0,Warning
2026-05-23T03:00,2026-05-23,2026-05,NSS-DC01,Windows Server 2022,Domain Controller,25.27,61.11,38.89,69.43,30.57,99.8839,0,Healthy
2026-01-18T09:00,2026-01-18,2026-01,NSS-LINUX-DB01,Rocky Linux 9,Database Server,37.04,63.64,36.36,54.28,45.72,99.8833,0,Healthy
2026-03-15T21:00,2026-03-15,2026-03,NSS-MON01,Ubuntu 24.04,Monitoring Server,33.86,43.46,56.54,52.45,47.55,99.8777,0,Healthy
2026-07-07T03:00,2026-07-07,2026-07,NSS-LINUX-DB01,Rocky Linux 9,Database Server,2.0,32.63,67.37,50.69,49.31,99.8903,0,Healthy
2026-06-23T21:00,2026-06-23,2026-06,NSS-LINUX-DB01,Rocky Linux 9,Database Server,37.8,82.99,17.01,62.09,37.91,99.9324,0,Warning
2026-03-26T15:00,2026-03-26,2026-03,NSS-DC01,Windows Server 2022,Domain Controller,29.41,78.85,21.15,61.06,38.94,99.8257,0,Healthy
2026-02-09T21:00,2026-02-09,2026-02,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,8.17,65.64,34.36,64.47,35.53,99.9783,0,Healthy
2026-04-27T02:00,2026-04-27,2026-04,NSS-DC02,Windows Server 2022,Domain Controller,16.04,48.25,51.75,37.5,62.5,99.8577,0,Healthy
2026-07-04T03:00,2026-07-04,2026-07,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,14.03,31.19,68.81,51.65,48.35,99.8213,0,Healthy
2026-04-27T23:00,2026-04-27,2026-04,NSS-DC02,Windows Server 2022,Domain Controller,45.98,81.87,18.13,43.06,56.94,99.8445,0,Warning
2026-05-09T19:00,2026-05-09,2026-05,NSS-APP01,Windows Server 2022,Application Server,32.44,46.82,53.18,65.31,34.69,99.8455,0,Healthy
2026-04-04T21:00,2026-04-04,2026-04,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,36.59,56.97,43.03,55.2,44.8,99.8387,0,Healthy
2026-05-25T23:00,2026-05-25,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,10.73,81.14,18.86,44.29,55.71,99.9165,0,Warning
2026-03-25T22:00,2026-03-25,2026-03,NSS-APP01,Windows Server 2022,Application Server,41.09,45.43,54.57,55.37,44.63,99.8563,0,Healthy
2026-07-23T21:00,2026-07-23,2026-07,NSS-LINUX-DB01,Rocky Linux 9,Database Server,3.18,71.01,28.99,48.68,51.32,99.9606,0,Healthy
2026-01-14T21:00,2026-01-14,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,29.4,41.05,58.95,68.76,31.24,99.9036,0,Healthy
2026-02-28T22:00,2026-02-28,2026-02,NSS-APP01,Windows Server 2022,Application Server,22.86,40.97,59.03,79.82,20.18,99.7704,0,Healthy
2026-01-28T07:00,2026-01-28,2026-01,NSS-DC01,Windows Server 2022,Domain Controller,25.5,58.88,41.12,75.03,24.97,99.9741,0,Healthy
2026-02-24T19:00,2026-02-24,2026-02,NSS-MON01,Ubuntu 24.04,Monitoring Server,37.19,40.29,59.71,64.73,35.27,99.9011,0,Healthy
2026-01-09T22:00,2026-01-09,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,4.11,58.16,41.84,83.2,16.8,99.9234,0,Warning
2026-06-25T05:00,2026-06-25,2026-06,NSS-DC01,Windows Server 2022,Domain Controller,15.98,49.39,50.61,66.93,33.07,99.951,0,Healthy
2026-05-20T21:00,2026-05-20,2026-05,NSS-DC01,Windows Server 2022,Domain Controller,38.28,38.69,61.31,76.91,23.09,99.8261,0,Healthy
2026-01-27T00:00,2026-01-27,2026-01,NSS-DC02,Windows Server 2022,Domain Controller,20.74,49.34,50.66,63.61,36.39,99.9033,0,Healthy
2026-07-14T22:00,2026-07-14,2026-07,NSS-DC02,Windows Server 2022,Domain Controller,21.87,56.3,43.7,61.42,38.58,99.8069,0,Healthy
2026-02-16T09:00,2026-02-16,2026-02,NSS-LINUX-DB01,Rocky Linux 9,Database Server,32.38,61.49,38.51,62.19,37.81,99.9689,0,Healthy
2026-05-27T12:00,2026-05-27,2026-05,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,27.35,57.12,42.88,67.56,32.44,99.8513,0,Healthy
2026-02-04T10:00,2026-02-04,2026-02,NSS-MON01,Ubuntu 24.04,Monitoring Server,29.77,62.81,37.19,70.41,29.59,99.9813,0,Healthy
2026-05-18T16:00,2026-05-18,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,28.69,74.59,25.41,41.27,58.73,99.9006,0,Healthy
2026-01-21T03:00,2026-01-21,2026-01,NSS-MON01,Ubuntu 24.04,Monitoring Server,36.82,49.65,50.35,54.53,45.47,99.7781,0,Healthy
2026-07-03T11:00,2026-07-03,2026-07,NSS-DC01,Windows Server 2022,Domain Controller,20.18,55.47,44.53,66.59,33.41,99.9214,0,Healthy
2026-05-10T11:00,2026-05-10,2026-05,NSS-DC02,Windows Server 2022,Domain Controller,13.74,17.68,82.32,72.55,27.45,99.7879,0,Healthy
2026-07-18T06:00,2026-07-18,2026-07,NSS-FILE01,Windows Server 2022,File Server,31.28,54.66,45.34,59.17,40.83,99.9804,0,Healthy
2026-02-02T23:00,2026-02-02,2026-02,NSS-FILE01,Windows Server 2022,File Server,32.3,38.02,61.98,59.51,40.49,99.839,0,Healthy
2026-04-29T09:00,2026-04-29,2026-04,NSS-APP01,Windows Server 2022,Application Server,35.08,46.55,53.45,57.02,42.98,99.9212,0,Healthy
2026-05-09T04:00,2026-05-09,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,7.1,30.6,69.4,40.7,59.3,99.8398,0,Healthy
2026-05-14T08:00,2026-05-14,2026-05,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,50.21,67.69,32.31,34.05,65.95,99.8978,0,Healthy
2026-04-02T13:00,2026-04-02,2026-04,NSS-FILE01,Windows Server 2022,File Server,23.34,76.95,23.05,54.79,45.21,99.9942,0,Healthy
2026-05-19T00:00,2026-05-19,2026-05,NSS-MON01,Ubuntu 24.04,Monitoring Server,31.84,49.92,50.08,59.99,40.01,99.8301,0,Healthy
2026-03-11T01:00,2026-03-11,2026-03,NSS-APP01,Windows Server 2022,Application Server,2.0,43.84,56.16,74.81,25.19,99.9689,0,Healthy
2026-07-17T03:00,2026-07-17,2026-07,NSS-LINUX-DB01,Rocky Linux 9,Database Server,56.64,32.9,67.1,59.2,40.8,99.9505,0,Healthy
2026-07-05T19:00,2026-07-05,2026-07,NSS-APP01,Windows Server 2022,Application Server,58.21,52.83,47.17,68.47,31.53,99.8006,0,Healthy
2026-03-07T11:00,2026-03-07,2026-03,NSS-APP01,Windows Server 2022,Application Server,18.49,66.64,33.36,56.92,43.08,99.8446,0,Healthy
2026-05-05T03:00,2026-05-05,2026-05,NSS-APP01,Windows Server 2022,Application Server,13.3,40.92,59.08,89.59,10.41,99.7906,1,Warning
2026-06-06T10:00,2026-06-06,2026-06,NSS-APP01,Windows Server 2022,Application Server,31.82,62.21,37.79,57.38,42.62,99.879,0,Healthy
2026-01-25T18:00,2026-01-25,2026-01,NSS-LINUX-DB01,Rocky Linux 9,Database Server,40.41,65.08,34.92,80.78,19.22,99.8697,0,Warning
2026-06-20T13:00,2026-06-20,2026-06,NSS-DC02,Windows Server 2022,Domain Controller,29.44,39.46,60.54,82.28,17.72,99.7801,0,Warning
2026-06-01T17:00,2026-06-01,2026-06,NSS-APP01,Windows Server 2022,Application Server,17.14,71.81,28.19,71.23,28.77,99.8225,0,Healthy
2026-07-29T15:00,2026-07-29,2026-07,NSS-APP01,Windows Server 2022,Application Server,16.84,63.09,36.91,44.27,55.73,99.7592,0,Healthy
2026-02-08T07:00,2026-02-08,2026-02,NSS-APP01,Windows Server 2022,Application Server,19.93,72.56,27.44,58.14,41.86,99.7807,0,Healthy
2026-01-02T12:00,2026-01-02,2026-01,NSS-DC01,Windows Server 2022,Domain Controller,25.63,44.68,55.32,61.93,38.07,99.7708,0,Healthy
2026-06-27T03:00,2026-06-27,2026-06,NSS-DC01,Windows Server 2022,Domain Controller,25.72,70.78,29.22,77.75,22.25,99.9848,0,Healthy
2026-03-06T16:00,2026-03-06,2026-03,NSS-DC02,Windows Server 2022,Domain Controller,13.42,55.35,44.65,50.2,49.8,99.8183,0,Healthy
2026-04-27T16:00,2026-04-27,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,2.0,59.57,40.43,60.07,39.93,99.8917,0,Healthy
2026-05-23T17:00,2026-05-23,2026-05,NSS-LINUX-DB01,Rocky Linux 9,Database Server,45.34,63.53,36.47,86.26,13.74,99.7927,1,Warning
2026-03-06T00:00,2026-03-06,2026-03,NSS-APP01,Windows Server 2022,Application Server,29.86,51.17,48.83,57.09,42.91,99.8313,0,Healthy
2026-02-07T00:00,2026-02-07,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,16.14,48.16,51.84,45.98,54.02,99.7546,0,Healthy
2026-04-03T09:00,2026-04-03,2026-04,NSS-APP01,Windows Server 2022,Application Server,31.49,55.18,44.82,55.39,44.61,99.7827,0,Healthy
2026-04-17T14:00,2026-04-17,2026-04,NSS-APP01,Windows Server 2022,Application Server,2.0,49.84,50.16,62.25,37.75,99.9719,0,Healthy
2026-02-05T14:00,2026-02-05,2026-02,NSS-APP01,Windows Server 2022,Application Server,38.92,39.06,60.94,65.95,34.05,99.7523,0,Healthy
2026-05-04T22:00,2026-05-04,2026-05,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,45.15,33.77,66.23,65.36,34.64,99.8308,0,Healthy
2026-02-27T17:00,2026-02-27,2026-02,NSS-APP01,Windows Server 2022,Application Server,13.02,98.0,2.0,53.87,46.13,99.8067,1,Critical
2026-04-28T10:00,2026-04-28,2026-04,NSS-DC01,Windows Server 2022,Domain Controller,16.68,60.91,39.09,72.6,27.4,99.9166,0,Healthy
2026-03-22T11:00,2026-03-22,2026-03,NSS-LINUX-DB01,Rocky Linux 9,Database Server,48.12,49.26,50.74,41.82,58.18,99.9048,0,Healthy
2026-04-25T23:00,2026-04-25,2026-04,NSS-LINUX-DB01,Rocky Linux 9,Database Server,23.36,47.59,52.41,57.49,42.51,99.7831,0,Healthy
2026-04-19T13:00,2026-04-19,2026-04,NSS-APP01,Windows Server 2022,Application Server,17.71,64.12,35.88,52.52,47.48,99.8473,0,Healthy
2026-03-18T16:00,2026-03-18,2026-03,NSS-LINUX-DB01,Rocky Linux 9,Database Server,24.73,40.93,59.07,79.98,20.02,99.7679,0,Healthy
2026-02-21T00:00,2026-02-21,2026-02,NSS-MON01,Ubuntu 24.04,Monitoring Server,32.26,38.91,61.09,64.62,35.38,99.8304,0,Healthy
2026-05-04T04:00,2026-05-04,2026-05,NSS-MON01,Ubuntu 24.04,Monitoring Server,34.32,64.13,35.87,50.23,49.77,99.8088,0,Healthy
2026-03-14T09:00,2026-03-14,2026-03,NSS-APP01,Windows Server 2022,Application Server,30.43,71.08,28.92,42.85,57.15,99.7558,0,Healthy
2026-05-01T01:00,2026-05-01,2026-05,NSS-FILE01,Windows Server 2022,File Server,46.26,69.73,30.27,21.59,78.41,99.9991,0,Healthy
2026-03-19T02:00,2026-03-19,2026-03,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,25.67,49.44,50.56,80.52,19.48,99.8406,0,Warning
2026-02-20T22:00,2026-02-20,2026-02,NSS-DC01,Windows Server 2022,Domain Controller,12.09,72.56,27.44,69.7,30.3,99.7938,0,Healthy
2026-07-05T06:00,2026-07-05,2026-07,NSS-MON01,Ubuntu 24.04,Monitoring Server,12.57,39.91,60.09,65.0,35.0,99.8991,0,Healthy
