timestamp,hostname,platform,role,cpu_percent,memory_used_percent,disk_used_percent,availability_percent,active_alerts
2026-07-27T06:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,35.68,45.54,59.49,99.8114,0
2026-07-05T14:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,6.11,29.67,54.88,99.8948,0
2026-06-23T02:00,NSS-DC02,Windows Server 2022,Domain Controller,42.64,67.4,65.25,99.9527,0
2026-01-17T21:00,NSS-FILE01,Windows Server 2022,File Server,4.66,53.62,89.59,99.928,1
2026-04-08T18:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,40.03,71.85,86.95,99.9346,1
2026-04-22T03:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,15.17,61.67,66.15,99.8405,0
2026-05-31T14:00,NSS-APP01,Windows Server 2022,Application Server,47.76,40.04,62.46,99.7535,0
2026-06-09T16:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,26.12,52.86,56.54,99.8473,0
2026-01-17T12:00,NSS-APP01,Windows Server 2022,Application Server,26.63,43.51,73.56,99.966,0
2026-01-02T08:00,NSS-DC02,Windows Server 2022,Domain Controller,29.38,57.01,75.17,99.9685,0
2026-04-06T20:00,NSS-FILE01,Windows Server 2022,File Server,35.92,52.33,56.41,99.7565,0
2026-04-05T16:00,NSS-DC01,Windows Server 2022,Domain Controller,52.86,34.31,70.3,99.9797,0
2026-04-07T13:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,10.25,36.8,61.24,99.8305,0
2026-05-31T12:00,NSS-DC02,Windows Server 2022,Domain Controller,6.78,45.46,76.51,99.7594,0
2026-02-13T01:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,20.64,64.23,60.48,99.8614,0
2026-06-18T02:00,NSS-APP01,Windows Server 2022,Application Server,18.13,64.81,67.52,99.971,0
2026-04-25T19:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,30.32,32.55,53.74,99.7812,0
2026-01-16T21:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,18.54,56.42,70.67,99.8402,0
2026-04-07T07:00,NSS-DC02,Windows Server 2022,Domain Controller,14.74,58.23,48.19,99.8107,0
2026-07-11T19:00,NSS-FILE01,Windows Server 2022,File Server,18.46,37.9,37.9,99.8259,0
2026-01-07T18:00,NSS-APP01,Windows Server 2022,Application Server,2.0,48.62,45.47,99.7971,0
2026-01-11T12:00,NSS-APP01,Windows Server 2022,Application Server,12.02,21.12,50.07,99.8376,0
2026-05-11T06:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,12.63,35.41,62.29,99.9273,0
2026-06-16T02:00,NSS-FILE01,Windows Server 2022,File Server,42.18,27.74,57.85,99.7665,0
2026-07-25T18:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,42.6,47.99,59.89,99.7704,0
2026-07-09T05:00,NSS-FILE01,Windows Server 2022,File Server,11.96,30.37,52.4,99.9697,0
2026-07-17T17:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,36.04,68.74,64.76,99.8889,0
2026-05-28T19:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,15.11,78.42,61.64,99.923,0
2026-03-31T07:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,39.48,57.96,45.92,99.8887,0
2026-06-27T09:00,NSS-FILE01,Windows Server 2022,File Server,37.99,74.41,60.66,99.783,0
2026-02-22T03:00,NSS-DC01,Windows Server 2022,Domain Controller,44.56,44.1,34.59,99.7765,0
2026-06-06T05:00,NSS-DC01,Windows Server 2022,Domain Controller,7.76,40.21,62.47,99.8286,0
2026-04-16T13:00,NSS-DC01,Windows Server 2022,Domain Controller,16.83,93.21,55.89,99.7643,1
2026-04-28T11:00,NSS-DC01,Windows Server 2022,Domain Controller,59.08,72.77,60.55,99.8864,0
2026-05-08T11:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,18.19,81.32,65.45,99.7832,0
2026-06-20T13:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,10.69,49.49,62.4,99.8397,0
2026-02-28T03:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,35.3,61.65,53.94,99.85,0
2026-07-04T21:00,NSS-DC01,Windows Server 2022,Domain Controller,30.8,78.8,76.12,99.8277,0
2026-05-25T04:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,46.63,68.85,39.49,99.7789,0
2026-01-30T05:00,NSS-DC02,Windows Server 2022,Domain Controller,25.76,38.47,60.55,99.8284,0
2026-07-26T06:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,25.8,79.0,83.0,99.9124,0
2026-02-18T04:00,NSS-APP01,Windows Server 2022,Application Server,35.81,49.5,68.19,99.8502,0
2026-07-02T09:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,33.31,56.92,50.96,99.9946,0
2026-02-18T21:00,NSS-DC01,Windows Server 2022,Domain Controller,31.84,42.15,62.22,99.9506,0
2026-02-18T22:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,29.34,66.24,36.03,99.8613,0
2026-03-24T10:00,NSS-DC02,Windows Server 2022,Domain Controller,16.75,67.9,45.52,99.7981,0
2026-07-04T19:00,NSS-DC02,Windows Server 2022,Domain Controller,21.98,79.02,44.41,99.8284,0
2026-06-30T18:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,43.05,41.01,72.79,99.9891,0
2026-07-08T06:00,NSS-FILE01,Windows Server 2022,File Server,13.88,70.41,86.18,99.7711,1
2026-04-15T11:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,9.29,62.55,61.17,99.9826,0
2026-02-21T00:00,NSS-DC02,Windows Server 2022,Domain Controller,20.19,65.85,64.5,99.7938,0
2026-03-04T08:00,NSS-FILE01,Windows Server 2022,File Server,59.6,48.98,55.31,99.9813,0
2026-07-13T15:00,NSS-APP01,Windows Server 2022,Application Server,14.65,47.99,47.15,99.8987,0
2026-03-28T07:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,41.58,5.32,60.79,99.7594,0
2026-06-24T11:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,29.1,62.42,47.54,99.8289,0
2026-05-26T01:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,41.56,68.75,73.28,99.7562,0
2026-02-09T09:00,NSS-DC01,Windows Server 2022,Domain Controller,18.0,86.17,71.12,99.8603,0
2026-07-29T15:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,19.92,33.78,68.56,99.7928,0
2026-03-31T02:00,NSS-APP01,Windows Server 2022,Application Server,9.8,47.23,66.51,99.8953,0
2026-07-29T21:00,NSS-FILE01,Windows Server 2022,File Server,34.93,60.34,52.49,99.9312,0
2026-02-15T17:00,NSS-APP01,Windows Server 2022,Application Server,35.23,53.03,75.1,99.9696,0
2026-03-06T22:00,NSS-FILE01,Windows Server 2022,File Server,26.09,46.99,32.16,99.9001,0
2026-02-09T15:00,NSS-DC02,Windows Server 2022,Domain Controller,27.06,37.83,34.14,99.9154,0
2026-01-01T11:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,51.04,44.37,55.91,99.9902,0
2026-01-07T07:00,NSS-DC02,Windows Server 2022,Domain Controller,46.48,49.21,63.49,99.9287,0
2026-06-29T23:00,NSS-DC01,Windows Server 2022,Domain Controller,25.07,54.32,77.37,99.9193,0
2026-05-07T17:00,NSS-FILE01,Windows Server 2022,File Server,20.79,43.51,43.46,99.8181,0
2026-07-05T12:00,NSS-DC02,Windows Server 2022,Domain Controller,22.35,69.56,55.28,99.7531,0
2026-05-18T15:00,NSS-FILE01,Windows Server 2022,File Server,50.36,59.68,75.57,99.9336,0
2026-04-07T22:00,NSS-FILE01,Windows Server 2022,File Server,45.85,50.14,27.22,99.8325,0
2026-07-08T23:00,NSS-DC02,Windows Server 2022,Domain Controller,21.9,86.03,60.67,99.9246,0
2026-01-03T15:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,9.77,63.64,66.84,99.9014,0
2026-04-14T06:00,NSS-DC02,Windows Server 2022,Domain Controller,41.7,62.26,65.33,99.9253,0
2026-05-04T22:00,NSS-DC02,Windows Server 2022,Domain Controller,40.56,59.21,74.09,99.9076,0
2026-04-20T03:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,5.98,42.15,60.04,99.9851,0
2026-02-07T12:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,21.22,87.26,53.17,99.8972,0
2026-05-23T03:00,NSS-DC01,Windows Server 2022,Domain Controller,25.27,61.11,69.43,99.8839,0
2026-01-18T09:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,37.04,63.64,54.28,99.8833,0
2026-03-15T21:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,33.86,43.46,52.45,99.8777,0
2026-07-07T03:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,2.0,32.63,50.69,99.8903,0
2026-06-23T21:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,37.8,82.99,62.09,99.9324,0
2026-03-26T15:00,NSS-DC01,Windows Server 2022,Domain Controller,29.41,78.85,61.06,99.8257,0
2026-02-09T21:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,8.17,65.64,64.47,99.9783,0
2026-04-27T02:00,NSS-DC02,Windows Server 2022,Domain Controller,16.04,48.25,37.5,99.8577,0
2026-07-04T03:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,14.03,31.19,51.65,99.8213,0
2026-04-27T23:00,NSS-DC02,Windows Server 2022,Domain Controller,45.98,81.87,43.06,99.8445,0
2026-05-09T19:00,NSS-APP01,Windows Server 2022,Application Server,32.44,46.82,65.31,99.8455,0
2026-04-04T21:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,36.59,56.97,55.2,99.8387,0
2026-05-25T23:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,10.73,81.14,44.29,99.9165,0
2026-03-25T22:00,NSS-APP01,Windows Server 2022,Application Server,41.09,45.43,55.37,99.8563,0
2026-07-23T21:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,3.18,71.01,48.68,99.9606,0
2026-01-14T21:00,NSS-DC02,Windows Server 2022,Domain Controller,29.4,41.05,68.76,99.9036,0
2026-02-28T22:00,NSS-APP01,Windows Server 2022,Application Server,22.86,40.97,79.82,99.7704,0
2026-01-28T07:00,NSS-DC01,Windows Server 2022,Domain Controller,25.5,58.88,75.03,99.9741,0
2026-02-24T19:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,37.19,40.29,64.73,99.9011,0
2026-01-09T22:00,NSS-DC02,Windows Server 2022,Domain Controller,4.11,58.16,83.2,99.9234,0
2026-06-25T05:00,NSS-DC01,Windows Server 2022,Domain Controller,15.98,49.39,66.93,99.951,0
2026-05-20T21:00,NSS-DC01,Windows Server 2022,Domain Controller,38.28,38.69,76.91,99.8261,0
2026-01-27T00:00,NSS-DC02,Windows Server 2022,Domain Controller,20.74,49.34,63.61,99.9033,0
2026-07-14T22:00,NSS-DC02,Windows Server 2022,Domain Controller,21.87,56.3,61.42,99.8069,0
2026-02-16T09:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,32.38,61.49,62.19,99.9689,0
2026-05-27T12:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,27.35,57.12,67.56,99.8513,0
2026-02-04T10:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,29.77,62.81,70.41,99.9813,0
2026-05-18T16:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,28.69,74.59,41.27,99.9006,0
2026-01-21T03:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,36.82,49.65,54.53,99.7781,0
2026-07-03T11:00,NSS-DC01,Windows Server 2022,Domain Controller,20.18,55.47,66.59,99.9214,0
2026-05-10T11:00,NSS-DC02,Windows Server 2022,Domain Controller,13.74,17.68,72.55,99.7879,0
2026-07-18T06:00,NSS-FILE01,Windows Server 2022,File Server,31.28,54.66,59.17,99.9804,0
2026-02-02T23:00,NSS-FILE01,Windows Server 2022,File Server,32.3,38.02,59.51,99.839,0
2026-04-29T09:00,NSS-APP01,Windows Server 2022,Application Server,35.08,46.55,57.02,99.9212,0
2026-05-09T04:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,7.1,30.6,40.7,99.8398,0
2026-05-14T08:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,50.21,67.69,34.05,99.8978,0
2026-04-02T13:00,NSS-FILE01,Windows Server 2022,File Server,23.34,76.95,54.79,99.9942,0
2026-05-19T00:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,31.84,49.92,59.99,99.8301,0
2026-03-11T01:00,NSS-APP01,Windows Server 2022,Application Server,2.0,43.84,74.81,99.9689,0
2026-07-17T03:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,56.64,32.9,59.2,99.9505,0
2026-07-05T19:00,NSS-APP01,Windows Server 2022,Application Server,58.21,52.83,68.47,99.8006,0
2026-03-07T11:00,NSS-APP01,Windows Server 2022,Application Server,18.49,66.64,56.92,99.8446,0
2026-05-05T03:00,NSS-APP01,Windows Server 2022,Application Server,13.3,40.92,89.59,99.7906,1
2026-06-06T10:00,NSS-APP01,Windows Server 2022,Application Server,31.82,62.21,57.38,99.879,0
2026-01-25T18:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,40.41,65.08,80.78,99.8697,0
2026-06-20T13:00,NSS-DC02,Windows Server 2022,Domain Controller,29.44,39.46,82.28,99.7801,0
2026-06-01T17:00,NSS-APP01,Windows Server 2022,Application Server,17.14,71.81,71.23,99.8225,0
2026-07-29T15:00,NSS-APP01,Windows Server 2022,Application Server,16.84,63.09,44.27,99.7592,0
2026-02-08T07:00,NSS-APP01,Windows Server 2022,Application Server,19.93,72.56,58.14,99.7807,0
2026-01-02T12:00,NSS-DC01,Windows Server 2022,Domain Controller,25.63,44.68,61.93,99.7708,0
2026-06-27T03:00,NSS-DC01,Windows Server 2022,Domain Controller,25.72,70.78,77.75,99.9848,0
2026-03-06T16:00,NSS-DC02,Windows Server 2022,Domain Controller,13.42,55.35,50.2,99.8183,0
2026-04-27T16:00,NSS-DC01,Windows Server 2022,Domain Controller,2.0,59.57,60.07,99.8917,0
2026-05-23T17:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,45.34,63.53,86.26,99.7927,1
2026-03-06T00:00,NSS-APP01,Windows Server 2022,Application Server,29.86,51.17,57.09,99.8313,0
2026-02-07T00:00,NSS-DC01,Windows Server 2022,Domain Controller,16.14,48.16,45.98,99.7546,0
2026-04-03T09:00,NSS-APP01,Windows Server 2022,Application Server,31.49,55.18,55.39,99.7827,0
2026-04-17T14:00,NSS-APP01,Windows Server 2022,Application Server,2.0,49.84,62.25,99.9719,0
2026-02-05T14:00,NSS-APP01,Windows Server 2022,Application Server,38.92,39.06,65.95,99.7523,0
2026-05-04T22:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,45.15,33.77,65.36,99.8308,0
2026-02-27T17:00,NSS-APP01,Windows Server 2022,Application Server,13.02,98.0,53.87,99.8067,1
2026-04-28T10:00,NSS-DC01,Windows Server 2022,Domain Controller,16.68,60.91,72.6,99.9166,0
2026-03-22T11:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,48.12,49.26,41.82,99.9048,0
2026-04-25T23:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,23.36,47.59,57.49,99.7831,0
2026-04-19T13:00,NSS-APP01,Windows Server 2022,Application Server,17.71,64.12,52.52,99.8473,0
2026-03-18T16:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,24.73,40.93,79.98,99.7679,0
2026-02-21T00:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,32.26,38.91,64.62,99.8304,0
2026-05-04T04:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,34.32,64.13,50.23,99.8088,0
2026-03-14T09:00,NSS-APP01,Windows Server 2022,Application Server,30.43,71.08,42.85,99.7558,0
2026-05-01T01:00,NSS-FILE01,Windows Server 2022,File Server,46.26,69.73,21.59,99.9991,0
2026-03-19T02:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,25.67,49.44,80.52,99.8406,0
2026-02-20T22:00,NSS-DC01,Windows Server 2022,Domain Controller,12.09,72.56,69.7,99.7938,0
2026-07-05T06:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,12.57,39.91,65.0,99.8991,0
2026-01-15T11:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,40.38,62.16,71.56,99.7977,0
2026-07-14T06:00,NSS-DC01,Windows Server 2022,Domain Controller,18.14,55.57,63.65,99.7588,0
2026-05-30T17:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,16.71,64.1,75.73,99.9984,0
2026-06-27T09:00,NSS-APP01,Windows Server 2022,Application Server,23.53,61.99,57.75,99.8727,0
2026-07-23T03:00,NSS-DC02,Windows Server 2022,Domain Controller,20.84,66.6,66.38,99.7577,0
2026-03-30T03:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,19.62,46.1,76.24,99.9389,0
2026-03-24T16:00,NSS-DC01,Windows Server 2022,Domain Controller,18.66,38.08,72.65,99.8387,0
2026-06-21T03:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,20.99,63.54,71.59,99.7992,0
2026-04-02T10:00,NSS-APP01,Windows Server 2022,Application Server,25.05,57.77,46.09,99.9017,0
2026-03-28T02:00,NSS-DC01,Windows Server 2022,Domain Controller,32.64,68.77,63.28,99.9399,0
2026-03-24T08:00,NSS-DC02,Windows Server 2022,Domain Controller,7.86,60.29,63.89,99.9643,0
2026-06-13T05:00,NSS-DC01,Windows Server 2022,Domain Controller,17.92,60.65,35.08,99.841,0
2026-03-11T12:00,NSS-DC02,Windows Server 2022,Domain Controller,32.36,53.56,66.17,99.9201,0
2026-02-06T07:00,NSS-APP01,Windows Server 2022,Application Server,18.93,43.31,66.46,99.851,0
2026-03-05T14:00,NSS-APP01,Windows Server 2022,Application Server,27.5,66.39,71.63,99.9279,0
2026-02-10T21:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,48.15,41.55,61.27,99.8229,0
2026-07-07T23:00,NSS-APP01,Windows Server 2022,Application Server,19.0,50.08,63.25,99.7668,0
2026-07-20T08:00,NSS-FILE01,Windows Server 2022,File Server,31.09,48.89,54.02,99.9196,0
2026-06-20T01:00,NSS-FILE01,Windows Server 2022,File Server,30.09,67.58,43.95,99.9305,0
2026-06-29T21:00,NSS-DC01,Windows Server 2022,Domain Controller,26.96,39.88,45.78,99.8365,0
2026-04-03T20:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,27.48,61.41,69.82,99.8156,0
2026-05-14T09:00,NSS-DC01,Windows Server 2022,Domain Controller,39.7,53.03,58.18,99.757,0
2026-03-02T02:00,NSS-DC02,Windows Server 2022,Domain Controller,6.96,53.88,63.31,99.8267,0
2026-07-28T10:00,NSS-FILE01,Windows Server 2022,File Server,18.2,53.87,67.71,99.7526,0
2026-07-13T04:00,NSS-FILE01,Windows Server 2022,File Server,10.01,31.53,74.56,99.7865,0
2026-04-10T23:00,NSS-APP01,Windows Server 2022,Application Server,5.76,59.69,63.69,99.9847,0
2026-04-25T18:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,23.75,58.37,70.12,99.8494,0
2026-03-30T22:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,44.72,47.82,55.56,99.8679,0
2026-07-03T05:00,NSS-APP01,Windows Server 2022,Application Server,39.49,34.71,50.11,99.9689,0
2026-03-10T07:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,19.95,51.11,53.45,99.916,0
2026-01-07T04:00,NSS-DC01,Windows Server 2022,Domain Controller,23.18,65.29,46.67,99.8948,0
2026-01-13T04:00,NSS-DC02,Windows Server 2022,Domain Controller,36.46,46.13,59.47,99.7959,0
2026-04-27T02:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,52.29,46.96,95.0,99.8612,1
2026-01-14T07:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,31.18,72.94,59.82,99.9153,0
2026-03-29T07:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,43.46,50.68,53.69,99.9746,0
2026-05-02T15:00,NSS-APP01,Windows Server 2022,Application Server,52.37,57.67,56.6,99.9312,0
2026-02-09T14:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,21.89,38.4,83.59,99.9649,0
2026-06-25T22:00,NSS-APP01,Windows Server 2022,Application Server,35.77,45.35,46.58,99.9933,0
2026-06-06T03:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,7.84,65.77,60.01,99.8185,0
2026-03-19T04:00,NSS-FILE01,Windows Server 2022,File Server,18.47,52.61,64.84,99.7935,0
2026-06-20T09:00,NSS-DC01,Windows Server 2022,Domain Controller,54.01,48.68,60.13,99.8836,0
2026-04-23T13:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,3.76,73.14,72.68,99.8314,0
2026-05-06T07:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,26.87,32.99,57.27,99.9021,0
2026-01-20T11:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,26.37,52.02,56.66,99.7719,0
2026-04-27T04:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,28.01,62.58,74.6,99.9932,0
2026-02-16T06:00,NSS-APP01,Windows Server 2022,Application Server,40.98,59.9,62.78,99.891,0
2026-04-04T21:00,NSS-APP01,Windows Server 2022,Application Server,31.31,65.45,49.41,99.9328,0
2026-03-30T15:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,46.88,49.46,55.54,99.802,0
2026-03-25T00:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,25.35,43.36,51.46,99.9012,0
2026-04-06T05:00,NSS-DC02,Windows Server 2022,Domain Controller,35.17,37.29,67.28,99.881,0
2026-02-14T14:00,NSS-DC01,Windows Server 2022,Domain Controller,31.2,69.62,52.32,99.805,0
2026-01-05T01:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,33.12,49.12,66.33,99.8997,0
2026-02-27T12:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,12.14,68.88,69.99,99.9744,0
2026-05-06T21:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,35.05,69.12,48.29,99.7644,0
2026-05-29T21:00,NSS-DC01,Windows Server 2022,Domain Controller,21.79,48.67,56.39,99.8979,0
2026-02-22T17:00,NSS-DC02,Windows Server 2022,Domain Controller,36.67,49.88,53.88,99.8256,0
2026-06-30T14:00,NSS-APP01,Windows Server 2022,Application Server,2.0,52.96,63.79,99.8764,0
2026-02-28T11:00,NSS-FILE01,Windows Server 2022,File Server,9.87,54.88,36.93,99.9904,0
2026-06-30T15:00,NSS-APP01,Windows Server 2022,Application Server,12.61,30.86,57.62,99.7605,0
2026-05-14T12:00,NSS-APP01,Windows Server 2022,Application Server,50.31,83.57,55.53,99.7543,0
2026-01-23T10:00,NSS-DC02,Windows Server 2022,Domain Controller,35.15,42.41,61.05,99.9876,0
2026-05-15T07:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,9.13,41.53,41.86,99.7808,0
2026-05-01T09:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,52.27,87.48,45.15,99.9847,0
2026-04-04T05:00,NSS-DC01,Windows Server 2022,Domain Controller,32.0,57.87,72.82,99.8335,0
2026-05-14T23:00,NSS-APP01,Windows Server 2022,Application Server,10.62,82.53,64.79,99.7949,0
2026-05-25T10:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,3.6,54.31,21.8,99.8252,0
2026-07-12T05:00,NSS-DC02,Windows Server 2022,Domain Controller,12.44,36.3,64.14,99.9703,0
2026-01-06T22:00,NSS-DC01,Windows Server 2022,Domain Controller,2.0,58.57,60.64,99.8019,0
2026-05-05T18:00,NSS-DC01,Windows Server 2022,Domain Controller,27.71,55.5,54.19,99.7687,0
2026-03-02T10:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,13.05,45.05,56.03,99.8356,0
2026-03-23T13:00,NSS-MON01,Ubuntu 24.04,Monitoring Server,9.88,64.98,55.9,99.9201,0
2026-04-04T15:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,31.91,62.85,68.89,99.8891,0
2026-01-31T08:00,NSS-DC01,Windows Server 2022,Domain Controller,22.1,65.55,52.16,99.9699,0
2026-05-13T04:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,22.3,64.95,47.22,99.8334,0
2026-05-01T13:00,NSS-LINUX-APP01,Ubuntu 24.04,Application Server,35.74,15.1,64.01,99.9895,0
2026-01-14T15:00,NSS-DC02,Windows Server 2022,Domain Controller,17.53,48.86,36.69,99.7964,0
2026-04-20T07:00,NSS-DC01,Windows Server 2022,Domain Controller,33.61,83.18,57.53,99.9225,0
2026-07-07T15:00,NSS-APP01,Windows Server 2022,Application Server,34.78,30.0,58.74,99.8352,0
2026-07-16T02:00,NSS-LINUX-DB01,Rocky Linux 9,Database Server,30.11,46.46,45.98,99.7791,0
